FIRM,class,Start,End,Length,Night,Gap,WS,idx,Base,StartAdj,LenAdj,Comp,Trans,Press,p1s,p1l,p2s,p2l,MalAdj,NFZ,AFZ,MFZ
2,0,400,945,545,0,999,0,4,5.00,-1.25,0.00,0.00,0.00,-2.00,2,425,1,415,0,0,0,0
1,0,400,1020,620,0,895,0,5,5.00,-1.25,0.00,0.00,0.00,-2.67,2,545,2,425,0,0,0,0
1,0,595,1250,655,0,999,0,6,5.00,0.00,0.00,0.00,0.00,-3.67,1,620,2,545,0,0,0,0
0,0,685,1125,440,0,875,0,7,5.00,0.00,0.00,0.00,0.00,-4.67,1,655,1,620,0,0,0,0
-1,0,510,1005,495,0,825,0,8,5.00,0.00,0.00,0.00,0.00,-5.67,0,440,1,655,0,0,0,0
-2,0,550,975,425,0,985,0,9,5.00,0.00,0.00,0.00,0.00,-7.00,-1,495,0,440,0,0,0,0
-5,0,355,850,495,0,820,0,10,5.00,-2.00,0.00,0.00,0.00,-8.33,-2,425,-1,495,0,0,0,0
-5,1,700,1485,785,0,999,0,11,5.00,0.00,-0.50,0.00,0.00,-9.67,-5,495,-2,425,0,0,0,0
-6,0,1210,1885,675,1,999,0,6,2.00,0.00,0.00,0.00,-2.00,-5.50,0,0,0,0,0,0,0,0
-9,0,1390,2210,820,1,945,0,7,2.00,0.00,-1.50,0.00,-2.00,-7.50,-6,675,0,0,0,0,0,0
-8,0,403,1060,657,0,999,0,8,5.00,-1.25,0.00,0.00,-3.00,-8.83,-9,820,-6,675,0,0,0,0
-9,0,400,965,565,0,780,0,9,5.00,-1.25,0.00,0.00,-3.00,-10.17,-8,657,-9,820,0,0,0,0
-10,0,640,1180,540,0,999,0,10,5.00,0.00,0.00,0.00,-3.00,-11.50,-9,565,-8,657,0,0,0,0
-10,0,440,920,480,0,700,0,11,5.00,-0.75,0.00,0.00,-3.00,-12.83,-10,540,-9,565,0,0,0,0
-10,0,805,1600,795,1,999,0,12,2.00,0.00,-1.25,0.00,-5.00,-14.83,-10,480,-10,540,0,0,0,0
-10,0,685,1195,510,0,999,0,13,5.00,0.00,0.00,0.00,-6.00,-16.17,-10,795,-10,480,0,0,0,0
-10,0,400,1075,675,0,645,0,14,5.00,-1.25,0.00,-0.25,-6.00,-17.50,-10,510,-10,795,0,0,0,0
-10,0,400,980,580,0,765,0,15,5.00,-1.25,0.00,0.00,-6.00,-18.83,-10,675,-10,510,0,0,0,0
5,0,460,1028,568,0,999,1,1,5.00,-0.25,0.00,0.00,0.00,0.00,-10,580,-10,675,0,0,0,0
0,0,246,620,374,0,999,1,1,5.00,-5.00,0.00,0.00,0.00,0.00,5,568,-10,580,0,0,0,0
4,0,460,1035,575,0,999,0,2,5.00,-0.25,0.00,0.00,0.00,-0.67,0,374,5,568,0,0,0,0
-2,0,5,605,600,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-1.67,4,575,0,374,0,0,0,0
-2,0,435,1227,792,0,999,0,4,5.00,-0.75,-0.62,0.00,-3.00,-2.33,-2,600,4,575,0,0,0,0
-3,0,355,845,490,0,999,0,5,5.00,-2.00,0.00,0.00,-3.00,-3.00,-2,792,-2,600,0,0,0,0
-2,1,700,1488,788,0,999,0,6,5.00,0.00,-0.50,0.00,-3.00,-4.00,-3,490,-2,792,0,0,0,0
2,0,350,795,445,0,999,1,1,5.00,-2.75,0.00,0.00,-0.50,0.00,0,0,0,0,0,0,0,0
0,0,285,690,405,0,930,0,2,5.00,-3.75,0.00,0.00,-0.50,-0.67,2,445,0,0,0,0,0,0
5,0,930,1395,465,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,405,2,445,0,0,0,0
4,0,830,1275,445,0,875,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,465,0,405,0,0,0,0
-2,2,1060,1755,695,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-1.67,4,445,5,465,0,0,0,0
0,0,1245,1875,630,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,0,0,0,0,0,0,0,0
4,0,735,1170,435,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,0,630,0,0,0,0,0,0
3,0,760,1245,485,0,999,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,4,435,0,630,0,0,0,0
-3,0,1200,1590,390,1,999,0,3,2.00,0.00,0.00,0.00,-3.00,-1.67,3,485,4,435,0,0,0,0
-1,0,855,1455,600,0,705,0,4,5.00,0.00,0.00,0.00,-4.00,-2.33,-3,390,3,485,0,0,0,0
-2,0,800,1365,565,0,785,0,5,5.00,0.00,0.00,0.00,-4.00,-3.00,-1,600,-3,390,0,0,0,0
-3,0,695,1305,610,0,770,0,6,5.00,0.00,0.00,0.00,-4.00,-4.00,-2,565,-1,600,0,0,0,0
-10,0,1305,1845,540,1,999,0,7,2.00,0.00,0.00,0.00,-6.00,-5.50,-3,610,-2,565,0,0,0,0
-10,0,375,945,570,0,999,0,8,5.00,-1.75,0.00,0.00,-7.00,-6.83,-10,540,-3,610,0,0,0,0
5,0,615,915,300,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-10,570,-10,540,0,0,0,0
-3,0,80,435,355,1,605,0,2,2.00,0.00,0.00,-2.00,-2.00,-1.00,5,300,-10,570,0,0,0,0
2,2,1060,1755,695,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-3,355,5,300,0,0,0,0
-8,0,30,405,375,1,999,0,6,2.00,0.00,0.00,0.00,-5.00,-5.17,0,0,0,0,0,0,0,0
-10,0,1424,2085,661,1,999,1,7,2.00,0.00,0.00,0.00,-5.00,-7.17,-8,375,0,0,0,0,0,0
-10,0,1125,1582,457,1,480,0,8,2.00,0.00,0.00,-4.00,-5.00,-8.67,-10,661,-8,375,0,0,0,0
2,0,1155,1875,720,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-10,457,-10,661,0,0,0,0
1,0,1245,2050,805,1,999,1,1,2.00,0.00,-1.50,0.00,0.00,0.00,2,720,-10,457,0,0,0,0
-5,0,1110,1940,830,1,500,0,2,2.00,0.00,-1.75,-3.75,0.00,-1.00,1,805,2,720,0,0,0,0
2,0,1155,1800,645,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-5,830,1,805,0,0,0,0
1,0,1155,1665,510,1,795,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,645,-5,830,0,0,0,0
4,0,645,1185,540,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,1,510,2,645,0,0,0,0
3,1,706,1424,718,0,961,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,4,540,1,510,0,0,0,0
5,0,615,1260,645,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
5,0,615,950,335,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,645,0,0,0,0,0,0
4,0,585,876,291,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,335,5,645,0,0,0,0
4,0,855,1255,400,0,999,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,291,5,335,0,0,0,0
5,0,615,1300,685,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,400,4,291,0,0,0,0
5,0,660,1345,685,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,685,4,400,0,0,0,0
5,0,720,1000,280,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,685,5,685,0,0,0,0
4,0,645,1215,570,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,280,5,685,0,0,0,0
5,0,885,1393,508,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,570,5,280,0,0,0,0
-1,1,885,1600,715,1,932,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,508,4,570,0,0,0,0
5,0,615,1260,645,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
5,0,615,950,335,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,645,0,0,0,0,0,0
4,0,585,876,291,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,335,5,645,0,0,0,0
4,0,855,1255,400,0,999,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,291,5,335,0,0,0,0
5,0,660,1345,685,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,400,4,291,0,0,0,0
5,0,720,1000,280,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,685,4,400,0,0,0,0
4,0,645,1215,570,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,280,5,685,0,0,0,0
4,0,585,1105,520,0,810,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,570,5,280,0,0,0,0
5,0,690,1080,390,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,520,4,570,0,0,0,0
5,0,885,1393,508,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,390,4,520,0,0,0,0
-1,1,885,1600,715,1,932,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,508,5,390,0,0,0,0
5,0,615,950,335,0,999,1,1,5.00,0.00,0.00,0.00,-0.50,0.00,0,0,0,0,0,0,0,0
5,0,855,1255,400,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,335,0,0,0,0,0,0
5,0,615,1300,685,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,400,5,335,0,0,0,0
4,0,495,1200,705,0,635,0,2,5.00,0.00,0.00,-0.50,0.00,-0.67,5,685,5,400,0,0,0,0
5,0,660,1345,685,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,705,5,685,0,0,0,0
5,0,720,1000,280,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,685,4,705,0,0,0,0
5,0,690,1080,390,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,280,5,685,0,0,0,0
4,0,600,915,315,0,960,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,390,5,280,0,0,0,0
4,0,675,930,255,0,999,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,315,5,390,0,0,0,0
3,0,645,900,255,0,999,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,255,4,315,0,0,0,0
5,0,885,1393,508,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,3,255,4,255,0,0,0,0
-1,1,885,1600,715,1,932,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,508,3,255,0,0,0,0
0,0,975,1480,505,0,999,1,3,5.00,0.00,0.00,0.00,-3.00,-1.67,0,0,0,0,0,0,0,0
-2,0,1380,2215,835,1,999,1,1,2.00,0.00,-2.00,0.00,-2.00,0.00,0,505,0,0,0,0,0,0
2,0,150,615,465,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-2,835,0,505,0,0,0,0
2,0,1035,1595,560,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,2,465,-2,835,0,0,0,0
4,0,480,790,310,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,2,560,2,465,0,0,0,0
-4,0,45,855,810,1,695,0,2,2.00,0.00,-1.50,-0.50,-3.00,-1.00,4,310,2,560,0,0,0,0
0,0,1140,1970,830,1,999,1,1,2.00,0.00,-1.75,0.00,0.00,0.00,-4,810,4,310,0,0,0,0
1,0,1260,1845,585,1,730,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,0,830,-4,810,0,0,0,0
0,0,1385,1875,490,1,980,0,3,2.00,0.00,0.00,0.00,0.00,-2.00,1,585,0,830,0,0,0,0
-3,0,210,755,545,0,999,0,4,5.00,-4.50,0.00,0.00,-1.00,-2.67,0,490,1,585,0,0,0,0
5,0,520,1140,620,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-3,545,0,490,0,0,0,0
4,1,1000,1520,520,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,620,-3,545,0,0,0,0
-7,0,1140,1820,680,1,999,0,5,2.00,0.00,0.00,-1.75,-3.00,-4.17,0,0,0,0,0,0,0,0
-1,0,780,1655,875,1,999,1,1,2.00,0.00,-3.00,0.00,0.00,0.00,-7,680,0,0,0,0,0,0
1,0,1425,1920,495,1,999,1,2,2.00,0.00,0.00,0.00,0.00,-1.00,-1,875,-7,680,0,0,0,0
2,0,705,1424,719,0,999,0,3,5.00,0.00,0.00,0.00,-1.00,-1.67,1,495,-1,875,0,0,0,0
-4,0,90,735,645,1,999,0,4,2.00,0.00,0.00,0.00,-3.00,-2.67,2,719,1,495,0,0,0,0
-9,0,1215,1940,725,1,480,0,5,2.00,0.00,0.00,-4.00,-3.00,-4.17,-4,645,2,719,0,0,0,0
-10,0,1290,2175,885,1,790,0,6,2.00,0.00,-3.50,0.00,-3.00,-5.67,-9,725,-4,645,0,0,0,0
-10,0,1215,1810,595,1,480,0,7,2.00,0.00,0.00,-4.00,-3.00,-7.17,-10,885,-9,725,0,0,0,0
-7,0,1020,1490,470,0,650,0,8,5.00,0.00,0.00,-0.25,-4.00,-8.17,-10,595,-10,885,0,0,0,0
-9,0,960,1480,520,0,910,0,9,5.00,0.00,0.00,0.00,-4.00,-9.50,-7,470,-10,595,0,0,0,0
-10,0,1245,1775,530,1,999,0,10,2.00,0.00,0.00,0.00,-6.00,-11.50,-9,520,-7,470,0,0,0,0
-10,0,1035,1470,435,0,700,0,11,5.00,0.00,0.00,0.00,-7.00,-12.83,-10,530,-9,520,0,0,0,0
2,0,345,965,620,0,999,1,1,5.00,-3.25,0.00,0.00,0.00,0.00,-10,435,-10,530,0,0,0,0
3,0,435,1285,850,0,999,1,1,5.00,-0.75,-1.25,0.00,0.00,0.00,2,620,-10,435,0,0,0,0
4,1,1000,1520,520,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,3,850,2,620,0,0,0,0
1,0,955,1485,530,0,999,0,5,5.00,0.00,0.00,0.00,-1.00,-2.67,0,0,0,0,0,0,0,0
-5,0,910,1640,730,1,865,0,6,2.00,0.00,0.00,0.00,-3.00,-4.17,1,530,0,0,0,0,0,0
-7,0,1030,1645,615,1,830,0,7,2.00,0.00,0.00,0.00,-3.00,-5.67,-5,730,1,530,0,0,0,0
-6,0,745,1250,505,0,999,0,8,5.00,0.00,0.00,0.00,-4.00,-6.67,-7,615,-5,730,0,0,0,0
-7,0,770,1300,530,0,960,0,9,5.00,0.00,0.00,0.00,-4.00,-8.00,-6,505,-7,615,0,0,0,0
-8,0,775,1365,590,0,915,0,10,5.00,0.00,0.00,0.00,-4.00,-9.33,-7,530,-6,505,0,0,0,0
-10,0,880,1375,495,0,955,0,11,5.00,0.00,0.00,0.00,-4.00,-10.67,-8,590,-7,530,0,0,0,0
-10,0,850,1425,575,0,915,0,12,5.00,0.00,0.00,0.00,-4.00,-12.00,-10,495,-8,590,0,0,0,0
0,0,265,1070,805,0,999,1,1,5.00,-4.50,-0.62,0.00,0.00,0.00,-10,575,-10,495,0,0,0,0
-1,0,250,665,415,0,620,0,2,5.00,-4.75,0.00,-0.50,0.00,-0.67,0,805,-10,575,0,0,0,0
-2,0,220,790,570,0,995,0,3,5.00,-5.25,0.00,0.00,0.00,-1.33,-1,415,0,805,0,0,0,0
-6,0,1315,1780,465,1,525,0,4,2.00,0.00,0.00,-3.25,-2.00,-2.33,-2,570,-1,415,0,0,0,0
-4,0,1135,1868,733,1,795,0,5,2.00,0.00,-0.25,0.00,-2.00,-3.83,-6,465,-2,570,0,0,0,0
-10,0,910,1652,742,1,482,0,6,2.00,0.00,-0.25,-4.00,-2.00,-5.33,-4,733,-6,465,0,0,0,0
2,0,1030,1620,590,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-10,742,-4,733,0,0,0,0
1,0,310,1040,730,0,999,1,1,5.00,-3.25,0.00,0.00,-0.50,0.00,2,590,-10,742,0,0,0,0
4,2,730,1390,660,0,999,0,2,5.00,0.00,0.00,0.00,-0.50,-0.67,1,730,2,590,0,0,0,0
-5,0,670,1270,600,0,999,0,5,5.00,0.00,0.00,-3.00,-3.00,-3.67,0,0,0,0,0,0,0,0
-8,0,1180,1760,580,1,999,0,6,2.00,0.00,0.00,0.00,-5.00,-5.17,-5,600,0,0,0,0,0,0
-10,0,1210,1810,600,1,890,0,7,2.00,0.00,0.00,0.00,-5.00,-6.67,-8,580,-5,600,0,0,0,0
-10,0,395,880,485,0,999,0,8,5.00,-1.50,0.00,0.00,-6.00,-7.67,-10,600,-8,580,0,0,0,0
-10,0,85,700,615,1,999,1,9,2.00,0.00,0.00,0.00,-8.00,-9.67,-10,485,-10,600,0,0,0,0
2,0,445,770,325,0,999,1,1,5.00,-0.50,0.00,0.00,-3.00,0.00,-10,615,-10,485,0,0,0,0
-8,0,1270,1820,550,1,500,0,2,2.00,0.00,0.00,-3.50,-5.00,-1.00,2,325,-10,615,0,0,0,0
-5,0,1225,1850,625,1,845,0,3,2.00,0.00,0.00,0.00,-5.00,-2.00,-8,550,2,325,0,0,0,0
-4,0,1015,1460,445,0,605,0,4,5.00,0.00,0.00,-0.75,-6.00,-2.67,-5,625,-8,550,0,0,0,0
-10,0,1345,2030,685,1,999,0,5,2.00,0.00,0.00,0.00,-8.00,-4.17,-4,445,-5,625,0,0,0,0
-10,0,1000,1658,658,1,999,0,6,2.00,0.00,0.00,0.00,-8.00,-5.67,-10,685,-4,445,0,0,0,0
-10,0,1390,1966,576,1,999,0,7,2.00,0.00,0.00,0.00,-8.00,-7.17,-10,658,-10,685,0,0,0,0
2,0,1300,1802,502,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-10,576,-10,658,0,0,0,0
1,0,310,998,688,0,999,0,2,5.00,-2.75,0.00,0.00,-1.00,-0.67,2,502,-10,576,0,0,0,0
2,0,440,1045,605,0,882,0,3,5.00,-0.75,0.00,0.00,-1.00,-1.33,1,688,2,502,0,0,0,0
-7,0,85,745,660,1,480,0,4,2.00,0.00,0.00,-4.00,-3.00,-2.33,2,605,1,688,0,0,0,0
0,0,780,1140,360,1,999,1,1,2.00,0.00,-1.75,0.00,0.00,0.00,-7,660,2,605,0,0,0,0
0,0,1140,1601,461,1,0,0,1,2.00,0.00,-1.75,0.00,0.00,0.00,0,360,-7,660,0,0,0,0
1,0,1285,1850,565,1,999,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,0,461,0,360,0,0,0,0
0,0,310,1040,730,0,999,0,3,5.00,-2.75,0.00,0.00,-1.00,-1.67,1,565,0,461,0,0,0,0
2,2,730,1390,660,0,999,0,4,5.00,0.00,0.00,0.00,-1.00,-2.33,0,730,1,565,0,0,0,0
-10,0,110,980,870,1,999,0,5,2.00,0.00,-3.00,-4.00,-3.00,-4.17,0,0,0,0,0,0,0,0
-5,0,530,1330,800,0,990,0,6,5.00,0.00,-0.75,0.00,-4.00,-5.17,-10,870,0,0,0,0,0,0
-6,0,590,1430,840,0,700,0,7,5.00,0.00,-1.00,0.00,-4.00,-6.50,-5,800,-10,870,0,0,0,0
-7,0,825,1510,685,0,835,0,8,5.00,0.00,0.00,0.00,-4.00,-7.83,-6,840,-5,800,0,0,0,0
-8,0,830,1510,680,0,760,0,9,5.00,0.00,0.00,0.00,-4.00,-9.17,-7,685,-6,840,0,0,0,0
-10,0,1180,1840,660,1,999,0,10,2.00,0.00,0.00,0.00,-6.00,-11.17,-8,680,-7,685,0,0,0,0
-10,0,505,1240,735,0,999,0,11,5.00,0.00,-0.12,0.00,-7.00,-12.50,-10,660,-8,680,0,0,0,0
-10,0,850,1540,690,0,999,0,12,5.00,0.00,0.00,0.00,-7.00,-13.83,-10,735,-10,660,0,0,0,0
-10,0,940,1430,490,0,840,0,13,5.00,0.00,0.00,0.00,-7.00,-15.17,-10,690,-10,735,0,0,0,0
-10,0,590,1320,730,0,600,0,14,5.00,0.00,-0.12,-1.00,-7.00,-16.50,-10,490,-10,690,0,0,0,0
-10,0,1090,1880,790,1,999,0,15,2.00,0.00,-1.00,0.00,-9.00,-18.50,-10,730,-10,490,0,0,0,0
-10,0,1300,1870,570,1,860,0,16,2.00,0.00,0.00,0.00,-9.00,-20.50,-10,790,-10,730,0,0,0,0
-10,0,490,970,480,0,999,0,17,5.00,0.00,0.00,0.00,-10.00,-21.83,-10,570,-10,790,0,0,0,0
-10,0,640,1330,690,0,999,0,18,5.00,0.00,0.00,0.00,-10.00,-23.17,-10,480,-10,570,0,0,0,0
-10,0,430,1090,660,0,540,0,19,5.00,-0.75,0.00,-2.00,-10.00,-24.50,-10,690,-10,480,0,0,0,0
-10,0,445,1075,630,0,795,0,20,5.00,-0.50,0.00,0.00,-10.00,-25.83,-10,660,-10,690,0,0,0,0
-10,0,505,1105,600,0,870,0,21,5.00,0.00,0.00,0.00,-10.00,-27.17,-10,630,-10,660,0,0,0,0
-10,0,310,1000,690,0,645,0,22,5.00,-2.75,0.00,-0.25,-10.00,-28.50,-10,600,-10,630,0,0,0,0
-10,0,580,1275,695,0,999,0,23,5.00,0.00,0.00,0.00,-10.00,-29.83,-10,690,-10,600,0,0,0,0
-10,0,680,1250,570,0,845,0,24,5.00,0.00,0.00,0.00,-10.00,-31.17,-10,695,-10,690,0,0,0,0
-10,0,400,1180,780,0,590,0,25,5.00,-1.25,-0.50,-1.00,-10.00,-32.50,-10,570,-10,695,0,0,0,0
-10,0,570,1170,600,0,830,0,26,5.00,0.00,0.00,0.00,-10.00,-33.83,-10,780,-10,570,0,0,0,0
-10,0,310,1140,830,0,580,0,27,5.00,-2.75,-0.88,-1.25,-10.00,-35.17,-10,600,-10,780,0,0,0,0
1,0,305,1000,695,0,999,1,1,5.00,-4.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
4,0,450,1170,720,0,890,0,2,5.00,-0.50,0.00,0.00,0.00,-0.67,1,695,0,0,0,0,0,0
1,0,525,1455,930,0,795,0,3,5.00,0.00,-3.00,0.00,0.00,-1.33,4,720,1,695,0,0,0,0
3,0,780,1499,719,0,765,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,1,930,4,720,0,0,0,0
2,0,1020,1560,540,0,961,0,5,5.00,0.00,0.00,0.00,0.00,-2.67,3,719,1,930,0,0,0,0
0,0,1235,1770,535,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,2,540,3,719,0,0,0,0
-6,0,30,1010,980,1,999,1,1,2.00,0.00,-8.00,0.00,0.00,0.00,0,535,2,540,0,0,0,0
2,0,390,935,545,0,820,0,2,5.00,-1.50,0.00,0.00,-1.00,-0.67,-6,980,0,535,0,0,0,0
-3,0,165,645,480,1,670,0,3,2.00,0.00,0.00,-0.75,-3.00,-1.67,2,545,-6,980,0,0,0,0
-5,0,1430,2205,775,1,785,1,4,2.00,0.00,-1.00,0.00,-3.00,-2.67,-3,480,2,545,0,0,0,0
-8,0,1365,2155,790,1,600,0,5,2.00,0.00,-1.25,-2.00,-3.00,-4.17,-5,775,-3,480,0,0,0,0
-7,0,165,894,729,1,890,0,6,2.00,0.00,-0.25,0.00,-3.00,-5.67,-8,790,-5,775,0,0,0,0
-6,0,445,900,455,0,991,0,7,5.00,-0.50,0.00,0.00,-4.00,-6.67,-7,729,-8,790,0,0,0,0
-7,0,570,1245,675,0,999,0,8,5.00,0.00,0.00,0.00,-4.00,-8.00,-6,455,-7,729,0,0,0,0
-8,0,1045,1525,480,0,999,0,9,5.00,0.00,0.00,0.00,-4.00,-9.33,-7,675,-6,455,0,0,0,0
-10,0,680,1400,720,0,595,0,10,5.00,0.00,0.00,-1.25,-4.00,-10.67,-8,480,-7,675,0,0,0,0
-10,1,900,1880,980,1,940,0,11,2.00,0.00,-8.00,0.00,-6.00,-12.67,-10,720,-8,480,0,0,0,0
5,0,510,1240,730,0,999,1,1,5.00,0.00,-0.12,0.00,0.00,0.00,0,0,0,0,0,0,0,0
4,0,720,1525,805,0,920,0,2,5.00,0.00,-0.75,0.00,0.00,-0.67,5,730,0,0,0,0,0,0
5,0,510,1290,780,0,999,1,1,5.00,0.00,-0.50,0.00,0.00,0.00,4,805,5,730,0,0,0,0
4,0,480,1210,730,0,630,0,2,5.00,0.00,-0.12,-0.50,0.00,-0.67,5,780,4,805,0,0,0,0
3,0,630,1410,780,0,860,0,3,5.00,0.00,-0.50,0.00,0.00,-1.33,4,730,5,780,0,0,0,0
2,0,570,1290,720,0,600,0,4,5.00,0.00,0.00,-1.00,0.00,-2.00,3,780,4,730,0,0,0,0
-8,1,900,1880,980,1,999,1,1,2.00,0.00,-8.00,0.00,-2.00,0.00,2,720,3,780,0,0,0,0
0,0,1434,2159,725,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,0,0,0,0,0,0,0,0
2,0,699,1334,635,0,999,1,1,5.00,0.00,0.00,0.00,-3.00,0.00,0,725,0,0,0,0,0,0
0,0,489,1289,800,0,595,0,2,5.00,0.00,-0.62,-1.00,-3.00,-0.67,2,635,0,725,0,0,0,0
-5,0,864,1594,730,1,999,0,3,2.00,0.00,0.00,0.00,-5.00,-1.67,0,800,2,635,0,0,0,0
4,0,489,1274,785,0,999,1,1,5.00,0.00,-0.50,0.00,-1.00,0.00,-5,730,0,800,0,0,0,0
-2,0,14,624,610,1,999,0,2,2.00,0.00,0.00,0.00,-3.00,-1.00,4,785,-5,730,0,0,0,0
-3,0,1369,1974,605,1,745,1,3,2.00,0.00,0.00,0.00,-3.00,-2.00,-2,610,4,785,0,0,0,0
-4,0,14,624,610,1,920,0,4,2.00,0.00,0.00,0.00,-3.00,-3.00,-3,605,-2,610,0,0,0,0
2,0,1434,2049,615,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-4,610,-3,605,0,0,0,0
2,0,939,1659,720,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,2,615,-4,610,0,0,0,0
2,0,1349,1939,590,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,2,720,2,615,0,0,0,0
1,0,14,534,520,1,955,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,590,2,720,0,0,0,0
-6,1,839,1764,925,1,999,0,3,2.00,0.00,-6.00,0.00,0.00,-2.00,1,520,2,590,0,0,0,0
0,0,249,999,750,0,999,1,1,5.00,-4.75,-0.25,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0,0,1279,2054,775,1,999,1,1,2.00,0.00,-1.00,0.00,-1.00,0.00,0,750,0,0,0,0,0,0
-2,0,1244,1919,675,1,630,0,2,2.00,0.00,0.00,-1.50,-1.00,-1.00,0,775,0,750,0,0,0,0
2,0,369,1149,780,0,999,1,1,5.00,-1.75,-0.50,0.00,-1.00,0.00,-2,675,0,775,0,0,0,0
1,0,369,1194,825,0,660,0,2,5.00,-1.75,-0.88,0.00,-1.00,-0.67,2,780,-2,675,0,0,0,0
-6,1,839,1764,925,1,999,1,1,2.00,0.00,-6.00,0.00,-2.00,0.00,1,825,2,780,0,0,0,0
-2,0,465,850,385,0,999,0,5,5.00,-0.25,0.00,0.00,-4.00,-3.00,0,0,0,0,0,0,0,0
-10,0,60,810,750,1,650,0,6,2.00,0.00,-0.50,-1.25,-6.00,-4.50,-2,385,0,0,0,0,0,0
-10,0,1110,2025,915,1,999,0,7,2.00,0.00,-5.00,0.00,-6.00,-6.50,-10,750,-2,385,0,0,0,0
-10,0,1320,2040,720,1,735,0,8,2.00,0.00,0.00,0.00,-6.00,-8.50,-10,915,-10,750,0,0,0,0
1,2,870,1680,810,1,999,1,1,2.00,0.00,-1.50,0.00,0.00,0.00,-10,720,-10,915,0,0,0,0
0,0,390,1170,780,0,999,1,1,5.00,-1.50,-0.50,0.00,-3.00,0.00,0,0,0,0,0,0,0,0
1,0,870,1555,685,0,999,0,2,5.00,0.00,0.00,0.00,-3.00,-0.67,0,780,0,0,0,0,0,0
